id,type,start_pos,end_pos,surface,wb_id,has_nested,is_nested

agnolo:608,PER,7,37,Michele d'Agnolo of Poggibonzi,NIL,1,

agnolo:608,GPE,27,37,Poggibonzi,Q91350,,1

agnolo:608,GPE,46,53,village,Q532,,1

agnolo:608,GPE,46,67,village of Montorsoli,Q3862501,1,

agnolo:608,GPE,103,111,Florence,Q2044,,

agnolo:608,GPE,127,134,Bologna,Q1891,,

agnolo:608,FAC,156,160,farm,Q131596,,

agnolo:608,PER,197,202,child,Q7569,,

agnolo:608,PER,236,242,father,Q7565,,

agnolo:608,PER,244,250,Agnolo,Q27040,,

agnolo:608,PER,257,262,child,Q7569,,

agnolo:608,PROD,306,312,design,Q82604,,

agnolo:608,PER,358,364,father,Q7565,,

agnolo:608,PER,393,400,friends,Q17297777,,

agnolo:608,TECH,411,424,stone-cutting,NIL,,

agnolo:608,PER,436,443,masters,Q3276357,,

agnolo:608,GPE,474,481,Fiesole,Q82670,,

agnolo:608,GPE,502,512,Montorsoli,Q3862501,,

agnolo:608,PER,514,520,Agnolo,Q27040,,

agnolo:608,PROD,543,549,chisel,Q474188,,

agnolo:608,PER,561,568,masters,Q3276357,,

agnolo:608,PER,586,605,Francesco del Tadda,Q3750862,,

agnolo:608,PER,622,625,lad,Q3010,,

agnolo:608,PROD,714,719,tools,Q39546,,

agnolo:608,PROD,749,753,work,Q6958747,,

agnolo:608,PER,822,841,Francesco del Tadda,Q3750862,,

agnolo:608,PER,847,854,Maestro,Q3276357,,1

agnolo:608,PER,847,884,"Maestro Andrea, a sculptor of Fiesole",Q601850,1,

agnolo:608,PER,865,873,sculptor,Q1281618,,1

agnolo:608,GPE,877,884,Fiesole,Q82670,,1

agnolo:608,PER,904,909,child,Q7569,,

agnolo:608,PER,926,932,master,Q3276357,,

agnolo:608,FAC,1026,1034,workshop,Q746628,,

agnolo:608,PER,1081,1088,Michele,NIL,,

agnolo:608,PER,1101,1107,Agnolo,Q27040,,

agnolo:608,PER,1145,1158,stone-cutters,Q328325,,

agnolo:608,GPE,1162,1166,Rome,Q220,,

agnolo:608,FAC,1206,1214,building,Q41176,,

agnolo:608,FAC,1218,1227,S. Pietro,Q12512,,

agnolo:608,PROD,1253,1261,rosettes,Q1277215,,

agnolo:608,PROD,1284,1292,cornices,Q328092,,

agnolo:608,FAC,1329,1335,temple,Q44539,,

agnolo:608,GPE,1410,1414,Rome,Q220,,

agnolo:608,GPE,1453,1460,Perugia,Q3437,,

agnolo:608,PER,1468,1474,master,Q3276357,,

agnolo:608,PER,1475,1487,stone-cutter,Q328325,,

agnolo:608,PROD,1544,1549,works,Q386724,,

agnolo:608,GPE,1584,1591,Perugia,Q3437,,

agnolo:608,FAC,1725,1729,tomb,Q381885,,

agnolo:608,PER,1733,1775,"M. Raffaello Maffei, called Il  Volterrano",Q3417362,0,

agnolo:608,GPE,1780,1788,Volterra,Q103305,,

